fatalities,injured,evacuated,estimated_total_cost,normalized_total_cost,federal_payments,provincial_payments,insurance_payments,start_day,start_week,start_month,start_year,start_weekend,start_season_canada,end_day,end_week,end_month,end_year,end_weekend,end_season_canada,disaster_type,disaster_subgroup,disaster_group,disaster_category,magnitude,utility_people_affected,city,province,country,canada,summary
0,0,0,2597891,145676.1,497891,2100000,,6,29,7,2005,t,Summer,1,30,7,2005,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Northern,SK,Canada,t,"Northern Saskatchewan, June 23-25,2005.  An intense low pressure system caused heavy rainfall from July 23-25, affecting an area of northern Saskatchewan already saturated by snowmelt between Meadow Lake to the south and Stony Rapids to the north, and between the Alberta border to the west and the Manitoba border to the east.  The closure of Highway 905 due to flooding in several locations resulted in the disruption of services to northern communities, including Stony Rapids and Black Lake, until the road was re-opened on July 31.  Preliminary eligible costs were estimated at $3,200,000, which would result in a federal share of approximately $1,100,000."
43,0,11000,,,,,,6,39,9,1922,t,Autumn,4,40,10,1922,f,Autumn,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Haileybury,ON,Canada,t,"Haileybury and northern region ON, September 30 - October 5 1922. 43 dead (unofficially as high as 150), 11,000 homeless, 5180 square kilometres burned."
5,0,0,,,,,,6,39,9,1922,t,Autumn,6,39,9,1922,t,Autumn,Landslide,Geological,Natural,Disaster,0,0,Echo Harbour,BC,Canada,t,"Echo Harbour BC, September 30, 1922. 5 dead; debris avalanche caused by heavy rains destroyed a logging camp."
0,0,0,,,,,,1,1,1,1923,f,Winter,1,1,1,1923,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Wnipeg,MB,Canada,t,"Winnipeg MB, 1923. Severe flooding in the Winnipeg area of the Assiniboine River."
33,0,0,,,,,,1,1,1,1923,f,Winter,1,1,1,1923,f,Winter,Non-Residential,Explosion,Technology,Incident,0,0,Comox,BC,Canada,t,"Comox BC, 1923.  An explosion in the Comox Colliery killed 33 people."
2,0,0,,,,,,7,17,4,1923,t,Spring,3,19,5,1923,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sat John River Bas,NB,Canada,t,"Saint John River basin NB, April 29 - May 9 1923. Snowmelt, ice jams and heavy rainfall caused flooding in New Brunswick; flooding occurred in the Saint John River basin as well as river basins in the northeast and southwest; the situation was worsened with the creation of log jams from the lumber industry along the rivers systems; 2 dead due to drowning."
9,0,0,0,0,,,,3,44,10,1924,f,Autumn,3,44,10,1924,f,Autumn,Bomb Attacks,Terrorist,Conflict,Incident,0,0,,,Canada,t,"British Columbia, 1924. Nine people were killed when a bomb went off in a railway car carrying a Doukhobor leader."
0,0,0,0,0,,,,2,1,1,1924,f,Winter,2,1,1,1924,f,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1924. Cereal crop drought occurred in parts of the Prairies."
0,0,0,,,,,,4,19,5,1925,f,Spring,4,19,5,1925,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Dawson,YT,Canada,t,"Dawson YT, May 7, 1925. Ice broke on the Klondike River on May 7, while ice broke on the Yukon River on May 9; an ice jam formed causing severe flooding up to 1.5 m high."
0,0,0,,,,,,7,52,1,1939,t,Winter,7,52,1,1939,t,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,SK,Canada,t,"Saskatchewan, 1939."
,0,0,,,,,,2,9,3,1927,f,Spring,4,35,9,1927,f,Autumn,Epidemic,Biological,Natural,Disaster,0,0,,,Canada,t,"Across Canada, Mar-Sept 1927.  Typhoid. The Canadian Red Cross assisted the people of Canada by donating medical supplies and money to help the victims.  Unknown number of deaths."
76,0,0,,,,,,7,1,1,1927,t,Winter,7,1,1,1927,t,Winter,Residential,Fire,Technology,Incident,0,0,Montreal,QC,Canada,t,"Montreal QC, January 9, 1927. A fire started in the Laurier Palace Theatre but was quickly extinguished; however, in the ensuing panic, 12 people were crushed to death and 64 died of asphyxiation; many were children between the ages of eight and twelve."
56,0,0,,,,,,3,34,8,1927,f,Summer,4,34,8,1927,f,Summer,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Newfoundland, August 24-25, 1927.  A hurricane swept through Atlantic Canada washing out roads, filling basements, ans swamping boats.  In Newfoundland, 56 people died at sea."
3,0,0,,,,,,7,52,1,1928,t,Winter,7,52,1,1928,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Rideau,QC,Canada,t,"Rideau, Chaudière and Quyon Rivers QC, 1928. Three people were killed by the flooding when these rivers overflowed their banks."
0,0,138,,,,,,7,13,4,1928,t,Spring,7,13,4,1928,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Pike Lake,SK,Canada,t,"Pike Lake SK, April 1928. The Canadian Red Cross assisted in the evacuation of 138 residents."
0,0,0,0,0,,,,2,1,1,1929,f,Winter,2,1,1,1929,f,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1929. Cereal crop drought occurred in parts of the Prairies."
0,0,0,,,,,,5,3,1,1929,f,Winter,7,3,1,1929,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, January 18-20, 1929. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close."
0,0,0,,,,,,5,14,4,1929,f,Spring,2,15,4,1929,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, April 5-9, 1929. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close in communities along the Grand and Saugeen Rivers and in Metro Toronto."
28,0,0,,,,,,1,47,11,1929,f,Autumn,1,47,11,1929,f,Autumn,Tsunami,Geological,Natural,Disaster,0,0,Bur Pensula,NL,Canada,t,"Burin Peninsula NF, November 18, 1929. An offshore earthquake (magnitude 7.2) on the floor of the Atlantic Ocean caused a massive submarine slump (landslide), which generated a large ocean wave (tsunami); the tsunami drowned 27 people when it struck the Burin Peninsula. A tsunami was also reported to have struck Cape Breton, Nova Scotia, drowning one individual."
45,0,0,,,,,,3,1,1,1930,f,Winter,3,1,1,1930,f,Winter,Non-Residential,Explosion,Technology,Incident,0,0,Coalmont,BC,Canada,t,"Coalmont BC, 1930. An explosion in the Coalmont Colliery killed 45 people."
0,0,192,,,,,,3,1,1,1930,f,Winter,3,1,1,1930,f,Winter,Residential,Fire,Technology,Incident,0,0,Liverpool,NS,Canada,t,"Liverpool NS, 1930. The Canadian Red Cross evacuated 48 families (assume family of 4)."
30,11,0,,,,,,4,26,6,1930,f,Winter,4,26,6,1930,f,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"St. Lawrence River, June 26, 1930. Lightning struck the bow of the John B. King drillship in the St. Lawrence River, igniting a store of dynamite aboard.  The explosion killed 30 people and injured 11 others."
4,0,0,,,,,,4,26,6,1930,f,Winter,4,26,6,1930,f,Winter,Landslide,Geological,Natural,Disaster,0,0,Capreol,ON,Canada,t,"Capreol ON, June 26, 1930.  Slump of railway embankment: passenger train derailed into the Vermillion River."
8,0,0,,,,,,5,26,6,1930,f,Winter,5,26,6,1930,f,Winter,Landslide,Geological,Natural,Disaster,0,0,Crerar,ON,Canada,t,"Crerar ON, June 27, 1930.  Slump of railway embankment; freight train derailed."
3,23,0,,,,,,2,37,9,1931,f,Autumn,2,40,9,1931,f,Autumn,Rioting,Civil Incident,Conflict,Incident,0,0,Estevan,SK,Canada,t,"Estevan SK, September 8-29, 1931. The miners of the Souris coal field walked off the job to reinforce demands for increased wages and improved working conditions; involved 22 coal operators and 600 miners; on September 29, some 300 to 400 miners and their families clashed with police, resulting in three deaths, 23 injuries, and a number of arrests."
0,0,0,0,0,,,,4,1,1,1931,f,Winter,6,52,1,1938,t,Winter,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, 1931-1938. The dirty thirties; dust storms, plant rust, heat waves, grasshopper plagues and water shortages plagued western Canada for almost a decade causing immense social and economic hardship. It is estimated that 250,000 people left the area. For related deaths, see Heatwave of 1936 (1936.005)."
3,0,0,,,,,,4,18,5,1933,f,Spring,4,18,5,1933,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,New Brunswick,QC,Canada,t,"New Brunswick and Eastern Quebec, May 4, 1933. Snowmelt, heavy rains and ice jams contributed to flooding throughout New Brunswick and Eastern Québec;  three lives were lost in Blue River, Tracey Brook (near Kedgwick), and Edmundston."
7,0,0,,,,,,3,43,10,1933,f,Autumn,3,43,10,1933,f,Autumn,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Southern New Brunswick, October 25, 1933. Heavy autumn rainfall in southern New Brunswick caused extensive damage to roads, dams and bridges; seven stream drivers were swept to their death in Saint John county by the northwest branch of the Big Salmon River while trapped on a sand bar."
0,0,0,,,,,,1,47,11,1933,f,Autumn,1,47,11,1933,f,Autumn,Earthquake,Geological,Natural,Disaster,6,0,Baff Bay,NU,Canada,t,"Baffin Bay NU, November 20, 1933. The largest earthquake ever recorded inside the Arctic Circle.  Magnitude: 7.3"
15,0,0,,,,,,5,48,12,1933,f,Winter,4,5,2,1934,f,Winter,Cold Event,Meteorological - Hydrological,Natural,Disaster,0,0,to Atlantic Canada,MB,Canada,t,"Eastern Canada, December 1933 - February 1934. A Cold Wave engulfed North America from Manitoba to the Atlantic coast.  Ice trapped fishing vessels off Nova Scotia, hospitals were jammed with frostbite victims and for only the second time in recorded history, Lake Ontario froze completely; 15 weather-related deaths in Ontario; communication systems were disrupted."
0,0,0,,,,,,1,16,4,1934,f,Spring,2,17,4,1934,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Plaster Rock,NB,Canada,t,"Plaster Rock NB, April 16-24, 1934. Continuous rainfall for several days, snowmelt and an ice jam 6.4 kilometres north of Plaster Rock, New Brunswick, contributed to extensive flood damage in the Saint John River Basin;  the counties of Sunbury and York were most affected."
1,0,0,,,,,,6,22,6,1935,t,Winter,1,27,7,1935,f,Summer,Rioting,Civil Incident,Conflict,Incident,0,0,Rega,SK,Canada,t,"Regina SK, June-July 1935. One person was killed on July 1 during a clash between police and 1000 unemployed workers taking part in the On to Ottawa trek."
,,2,,,,,,4,2,1,1935,f,Winter,2,3,1,1935,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Nova Scotia, January 10-15, 1935.  Nova Scotia was hit hard by flooding caused by unusually high temperatures, torrential rains and ice jams.  Some rivers reached levels 8 to 14 metres higher than normal.  Dykes and highways were damaged, 25 bridges were destroyed, homes and businesses were inundated, homes were evacuated, roads were flooded and farm animals drowned."
0,0,0,,,,,,2,1,1,1935,f,Winter,2,1,1,1935,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,MB,Canada,t,"Manitoba, 1935. Record snowfall in Manitoba reached 51.8 cm in March, 1935."
50,0,0,,,,,,7,34,8,1935,t,Summer,7,34,8,1935,t,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Newfoundland, August 25, 1935. Villages destroyed; 50 people left dead in the wake of a severe storm."
0,0,0,,,,,,2,11,3,1936,f,Spring,4,11,3,1936,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, March 10-12, 1936. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close; several dams were also damaged."
1,0,0,,,,,,7,15,4,1936,t,Spring,4,17,4,1936,f,Spring,Manufacturing / Industry,Infrastructure failure,Technology,Incident,0,0,Moose River,NS,Canada,t,"Moose River NS, April 12-23, 1936. Three men were trapped in a gold mine: only two of the men survived."
,,,,,,,,1,29,7,1936,f,Summer,7,29,7,1936,t,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Northern,SK,Canada,t,"Northern Saskatchewan, July 1936. During the week before July 20, 194 sq. km of Saskatchewan timberland burned."
1180,0,0,,,,,,7,27,7,1936,t,Summer,5,29,7,1936,f,Summer,Heat Event,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Across Canada, July 5-17, 1936. A two-week heat wave starting on July 5, 1936; greater than 32°C in western and central Canada; from southern Saskatchewan to the Ottawa Valley temperatures were higher than 32°C for one and a half weeks; St. Albert, Manitoba reached 44.4°C and Atikokan, Ontario hit 42.2°C; 1,180 people died across Canada; a severe drought also occurred in 1936 (see 1931.002);  120.7 sq km of Saskatchewan timberland burned (see 1936.004)."
0,0,0,,,,,,1,12,3,1936,f,Spring,3,13,3,1936,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"New Brunswick, March 16-25, 1936. Snowmelt, ice jams and heavy rainfall caused flooding across New Brunswick and resulted in severe damage; 22 ice jams were reported along the Saint John River basin, some extending 10 km upstream; a major ice jam formed on the Fredericton public wharf and across the Saint John River near the Fredericton Highway Bridge; 15 bridges were partially or completely destroyed; roads and railways were inundated; numerous homes, businesses and barns were flooded or destroyed; lumber mill stock and livestock were lost."
22,22,0,,,,,,6,33,8,1936,t,Summer,6,33,8,1936,t,Summer,Rail,Transportation accident,Technology,Incident,0,0,Louiseville,QC,Canada,t,"Louiseville QC, August 15, 1936. 22 dead, 22 injured: a 16-car freight train smashed into a farm truck carrying more than 40 people from a Friday night political rally."
0,0,0,,,,,,2,36,9,1936,f,Autumn,2,36,9,1936,f,Autumn,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Nova Scotia, September 1936. A hurricane-like storm hit Nova Scotia in September 1936, and caused flooding throughout the province."
0,0,0,,,,,,3,2,1,1937,f,Winter,4,2,1,1937,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, January 13-14, 1937. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close."
0,0,4000,,,,,,1,17,4,1937,f,Spring,3,17,4,1937,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, April 26-28, 1937. Especially on the Thames River in London; the river flooded leaving 4000 people homeless; roads and railways were flooded and businesses were closed."
4,12,0,,,,,,4,35,9,1938,f,Autumn,4,35,9,1938,f,Autumn,Landslide,Geological,Natural,Disaster,0,0,St-Gregoire-de-Montmercy,QC,Canada,t,"St-Gregoire-de-Montmercy QC, September 1, 1938. 4 dead; 12 injured; landslide caused by heavy rains destroyed houses."
17,0,155,,,,,,1,41,10,1938,f,Autumn,6,41,10,1938,t,Autumn,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Ray River,ON,Canada,t,"Dance Township ON, October 10-15, 1938; 17 dead, 155 homeless, 37,230 ha of forest were destroyed.  The fire was caused by the settlers by brush fires.  The fire got out of control due to the lack of water in the area at the time."
20,0,0,,,,,,2,49,12,1938,f,Winter,2,49,12,1938,f,Winter,Manufacturing / Industry,Infrastructure failure,Technology,Incident,0,0,Sydney Mes,NS,Canada,t,"Sydney Mines, Cape Breton NS, December 6, 1938. 20 dead. A chain of small cars known as a man rake was being lowered into the shaft when a cable snapped sending the cars, laden with more than 200 men, crashing to the bottom."
0,0,0,,,,,,4,5,2,1939,f,Winter,4,5,2,1939,f,Winter,Residential,Fire,Technology,Incident,0,0,,,Canada,t,"Nova Scotia, February 2, 1939. Queen Hotel Fire."
69,0,0,,,,,,1,1,1,1940,f,Winter,1,1,1,1940,f,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Great Lakes: Lake,ON,Canada,t,"Ontario, 1940. Three Great Lakes ships wrecked in storm, killing 69."
76,0,0,0,0,,,,5,11,3,1941,f,Spring,5,11,3,1941,f,Spring,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, March 14, 1941. A severe blizzard producing a storm called an Alberta Low lasted 7 hours and produced winds exceeding 100 km/h; the storm caused 76 deaths in the southern parts of the Prairie provinces and the northern U.S."
0,0,0,,,,,,3,20,5,1941,f,Spring,7,24,6,1941,t,Winter,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Gogama,ON,Canada,t,"Gogama ON, May 14 - June 15, 1941. No dead, 133,827 ha destroyed."
0,0,0,,,,,,4,39,9,1941,f,Autumn,4,39,9,1941,f,Autumn,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Southwestern,ON,Canada,t,"Southwestern Ontario, September 25, 1941. An unnamed hurricane struck southwestern Ontario; winds were reported to reach 130 km/h in London."
203,0,0,,,,,,4,1,1,1942,f,Winter,4,1,1,1942,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Newfoundland, 1942. 203 dead; three U.S. navy ships, the destroyers Wilkes and Truxton and the supply ship Pollux, went off course during a blizzard and crashed into the rocks near St. Lawrence at the entrance to Placentia Bay: the ships had been unable to check their position as they had been ordered to keep radio silence: the Wilkes floated off the rocks but the other two ships were pounded to pieces: the rescue efforts of the villagers of St. Lawrence saved the lives of many sailors: as a gesture of gratitude, the U.S. government constructed a hospital in the town which was closed down by the Newfoundland government in 1989."
0,0,0,,,,,,2,39,9,1942,f,Autumn,2,39,9,1942,f,Autumn,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Charlottetown,PE,Canada,t,"Charlottetown PE, September 22, 1942. A storm, remnants of a dissipating hurricane, left 163.8 mm of rain and damages in the city of Charlottetown."
36,155,0,,,,,,7,52,12,1942,t,Winter,7,52,12,1942,t,Winter,Rail,Transportation accident,Technology,Incident,0,0,Almonte,ON,Canada,t,"Almonte ON, December 27, 1942. During a sleet storm on Sunday, December 27, a troop train pulled by a massive 2800-class locomotive smashed into the rear of a packed passenger train standing in darkness at the Canadian Pacific Railway station, killing 36 and injuring 155."
12,2,0,,,,,,5,36,9,1943,f,Autumn,5,36,9,1943,f,Autumn,Rail,Transportation accident,Technology,Incident,0,0,Aldershot,ON,Canada,t,"Aldershot ON, September 10, 1943. 12 killed, two injured: a CPR passenger train at Aldershot crossing near Hamilton collided with a Canada Coach Lines bus, splitting the bus in two."
24,0,0,,,,,,2,42,10,1943,f,Autumn,2,42,10,1943,f,Autumn,Air,Transportation accident,Technology,Incident,0,0,Sat-Donat,QC,Canada,t,"Saint-Donat QC, October 19, 1943. 24 dead: a Liberator bomber crashed: many of the passengers were going on leave: the wreckage was not located until June, 1946."
1,0,0,,,,,,6,52,1,1944,t,Winter,6,52,1,1944,t,Winter,Non-Residential,Arson,Conflict,Incident,0,0,,,Canada,t,"British Columbia, 1944. One person was killed during an arson attack carried out by the radical Doukhobor sect, the Sons of Freedom."
21,0,0,,,,,,1,50,12,1944,f,Winter,2,50,12,1944,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Toronto,ON,Canada,t,"Toronto ON, December 11, 1944. A blizzard produced 57 cm of snow over two days; accompanying strong winds caused huge drifts which paralysed the city for days.  There were no home deliveries of milk, ice or fuel.  Of major concern, factories producing war ammunitions had to close temporarily.  In all, 21 people died, 13 from overexertion."
0,0,0,,,,,,3,29,7,1945,f,Summer,3,29,7,1945,f,Summer,Non-Residential,Fire,Technology,Incident,0,0,Dartmouth,NS,Canada,t,"Dartmouth NS, July 18, 1945. Naval Magazine."
17,100,0,,,,,,1,25,6,1946,f,Winter,1,25,6,1946,f,Winter,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Wdsor to Tecumseh,ON,Canada,t,"Windsor to Tecumseh ON, June 17, 1946; 17 dead, hundreds injured; 400 homes damaged; 150 barns and farm buildings destroyed."
0,0,0,,,,,,1,31,7,1946,f,Summer,1,31,7,1946,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Okanagan Valley,BC,Canada,t,"Okanagan Valley (near Penticton) BC, July 29, 1946.  The 15 minute hailstorm, with hailstones 5 cm in diameter, causes extensive apple and pear crop damage."
20,0,0,,,,,,7,37,9,1946,t,Autumn,7,37,9,1946,t,Autumn,Air,Transportation accident,Technology,Incident,0,0,Estevan,SK,Canada,t,"Estevan SK, September 15, 1946. A Royal Canadian Air Force (RCAF) transport plane crashed near Estevan killing 20 RCAF personnel."
0,0,0,0,0,,,,4,5,1,1947,f,Winter,6,6,2,1947,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prairie Provinces, January 30 - February 8, 1947. A blizzard raged for 10 days from Winnipeg to Calgary; the railway called it the worst storm in Canadian rail history; one train was buried in a snow drift 1 km long and 8 m deep."
2,0,0,,,,,,3,6,2,1947,f,Winter,3,6,2,1947,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Elg,NB,Canada,t,"Elgin NB, February 5, 1947. Rain, mild temperatures and ice jams caused flooding of large sections of Kings County and surrounding area, New Brunswick; two children were swept away and drowned in Sheffar Brook, near Elgin, Albert County."
0,0,0,,,,,,6,14,4,1947,t,Spring,6,15,4,1947,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern ON, April 5-12, 1947. Widespread flooding occurred on several river systems (including the Thames, Grand, Rideau, Credit and Saugeen Rivers) as well as in the Lake St. Clair and Lake Nipissing regions. Several roads and railways were forced to close due to flooding; utilities and businesses were also disrupted."
2,0,100,,,,,,3,18,4,1947,f,Spring,3,18,4,1947,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Bristol,NB,Canada,t,"Bristol NB, April 30, 1947. Heavy rains, mild temperatures and snowmelt contributed to a heavy runoff and overflow of the Saint John River, New Brunswick;  two people were killed in a train wreck near Bristol as a result of the track being undermined by the Saint John River."
31,0,0,,,,,,1,36,9,1947,f,Autumn,1,36,9,1947,f,Autumn,Rail,Transportation accident,Technology,Incident,0,0,Dugald,MB,Canada,t,"Dugald MB, September 1, 1947. About 30 km east of Winnipeg: 31 dead, many injured: a CNR passenger train collided with a special CNR campers train filled with people returning from vacation."
0,0,0,,,,,,2,12,3,1948,f,Spring,2,12,3,1948,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, March 16-22, 1948. Communities in the Lake St. Clair region, southwestern Ontario (on Maitland, Grand and Thames Rivers), southcentral Ontario (Toronto area) and in southwestern Ontario (the Rideau River) suffered from flood damages; transportation systems were closed due to flooding, and businesses were closed; dams were damaged on the Maitland and Thames Rivers and in Toronto."
0,0,,,,,,,3,17,4,1948,f,Spring,3,17,4,1948,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Red Deer River,AB,Canada,t,"Red Deer River AB, April 21, 1948. Hundreds of families from Newcastle, Wayne, Rosedale, and Drumheller were evacuated by the Canadian Red Cross when the Red Deer River flooded."
0,0,0,,,,,,3,44,11,1950,f,Autumn,3,44,11,1950,f,Autumn,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Rega,SK,Canada,t,"Regina SK, November 1950."
0,0,0,,,,,,6,18,5,1948,t,Spring,7,44,10,1948,t,Autumn,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Mississagi,ON,Canada,t,"Mississagi/Chapleau (a First Nation reserve) ON, May to late October 1948. 261,017 ha destroyed."
10,0,16000,,,,,,1,23,5,1948,f,Spring,1,23,5,1948,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Fraser River,BC,Canada,t,"Fraser River BC, May 31, 1948. The flood ripped apart dikes;  almost 10% of the area of the Fraser Valley (22,257 ha) was flooded; ten people died and 9000 were left homeless; 3000 buildings were destroyed and eighty-two bridges were washed out.  Flood damage spread 200 km in area. The Canadian Red Cross (CRC) gave aid to 3800 of the 16000 evacuees; 33000 volunteers worked on dikes."
32,0,0,,,,,,5,36,9,1949,f,Autumn,5,36,9,1949,f,Autumn,Bomb Attacks,Terrorist,Conflict,Incident,0,0,Sat-Joachim,QC,Canada,t,"Saint-Joachim QC, September 9, 1949. A Québec Airways DC-3 was sabotaged with a  the plane exploded and crashed, killing 32: the saboteur, J.A. Guay and his two accomplices were later convicted and hanged."
118,0,0,,,,,,6,37,9,1949,t,Autumn,6,37,9,1949,t,Autumn,Vehicle,Fire,Technology,Incident,0,0,Toronto,ON,Canada,t,"Toronto ON, September 17, 1949. 118 dead; a blaze, believed to have been started in a closet,  broke out on the Canada Steamship Lines ship Noronic; the ship was docked in Toronto Harbour at the time of the fire."
0,0,0,,,,,,7,52,1,1950,t,Winter,7,52,1,1950,t,Winter,Non-Residential,Fire,Technology,Incident,0,0,Rimouski,QC,Canada,t,"Rimouski and Cabano QC, 1950."
0,0,0,,,,,,5,12,3,1950,f,Spring,3,13,3,1950,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, March 24-29, 1950. Widespread flooding affected southern Ontario including Toronto; many roads were flooded, and businesses were closed along the Grand River."
0,0,0,,,,,,2,14,4,1950,f,Spring,6,14,4,1950,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, April 4-8, 1950. Widespread flooding across southern Ontario resulted in the closing of several roads."
0,0,0,,,,,,4,16,4,1950,f,Spring,4,16,4,1950,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sat John River Bas,NB,Canada,t,"Saint John River basin NB, April 20, 1950. Heavy rains and spring breakup caused ice jams and consequent flooding of several rivers throughout New Brunswick."
1,0,107000,,,,,,5,18,5,1950,f,Spring,4,24,6,1950,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Wnipeg,MB,Canada,t,"Winnipeg MB, May to June 1950. 1 dead, 107,000 evacuated (one-third of the city), 5000 buildings damaged. A major flood occurred April - June 1950; a heavy snow cover caused the Red River to reach flood levels by April 22, 1950; a heavy rainfall in early May caused the river to stay above flood stage for 51 days; the water reached 4.6 metres in depth in low lying areas; 60 000 people were forced to evacuate as one tenth of the city of Winnipeg was covered in water; a volunteer pump operator drowned."
0,0,0,,,,,,2,31,8,1950,f,Summer,2,31,8,1950,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Nova Scotia, August 1950. A hurricane-like storm hit Nova Scotia in August, 1950, and caused flooding throughout the province."
21,53,0,,,,,,2,47,11,1950,f,Autumn,2,47,11,1950,f,Autumn,Rail,Transportation accident,Technology,Incident,0,0,Canoe River,BC,Canada,t,"Canoe River, BC, November 21, 1950.  A special force troop train westbound, and an eastbound train collided head on at Canoe River."
0,0,0,,,,,,1,1,1,1951,f,Winter,1,1,1,1951,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Bow River,BC,Canada,t,"Bow River BC, 1951."
0,0,376,,,,,,1,1,1,1951,f,Winter,1,1,1,1951,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sumas,BC,Canada,t,"Sumas and Chilliwack BC, February 1951. Floods caused the evacuation of 94 families (assume a family of 4)."
9,31,0,,,,,,5,6,2,1951,f,Winter,5,6,2,1951,f,Winter,Rail,Transportation accident,Technology,Incident,0,0,Coniston,ON,Canada,t,"Coniston ON, February 9, 1951. 9 dead, 31 injured: a bus collided with a CPR passenger train at the Coniston railway crossing near Sudbury."
